uuid,timestamp,event,dia_min,dia_max,temp_avg,check
1139,2022-03-13 16:43:14,Produce Workpiece,,,,
1139,2022-03-13 18:43:14,Measure Workpiece,2.05,4.6,,
1139,2022-03-13 20:43:14,Put Workpiece in Scrap Pile,,,,NOK
1140,2022-03-16 16:00:52,Produce Workpiece,,,,
1140,2022-03-16 18:00:52,Measure Workpiece,2.02,4.29,,
1140,2022-03-16 20:00:52,Put Workpiece in Scrap Pile,,,,NOK
1141,2022-03-17 18:47:29,Produce Workpiece,,,,
1141,2022-03-17 20:47:29,Measure Workpiece,2.48,4.33,,
1141,2022-03-17 22:47:29,Put Workpiece in OK Pile,,,,OK
1142,2022-03-20 18:56:50,Produce Workpiece,,,,
1142,2022-03-20 20:56:50,Measure Workpiece,2.95,4.12,,
1142,2022-03-20 22:56:50,Put Workpiece in OK Pile,,,,OK
1143,2022-03-06 12:27:41,Produce Workpiece,,,,
1143,2022-03-06 14:27:41,Measure Workpiece,2.86,4.87,,
1143,2022-03-06 16:27:41,Put Workpiece in OK Pile,,,,OK
1144,2022-03-16 12:14:55,Produce Workpiece,,,,
1144,2022-03-16 14:14:55,Measure Workpiece,2.72,4.97,,
1144,2022-03-16 16:14:55,Put Workpiece in Scrap Pile,,,,NOK
1145,2022-03-06 13:43:21,Produce Workpiece,,,,
1145,2022-03-06 15:43:21,Measure Workpiece,2.85,4.83,,
1145,2022-03-06 17:43:21,Put Workpiece in OK Pile,,,,OK
1146,2022-03-07 10:58:57,Produce Workpiece,,,,
1146,2022-03-07 12:58:57,Measure Workpiece,2.94,4.64,,
1146,2022-03-07 14:58:57,Put Workpiece in Scrap Pile,,,,NOK
1147,2022-03-18 13:03:35,Produce Workpiece,,,,
1147,2022-03-18 15:03:35,Measure Workpiece,2.62,4.14,,
1147,2022-03-18 17:03:35,Put Workpiece in OK Pile,,,,OK
1148,2022-03-03 18:40:51,Produce Workpiece,,,,
1148,2022-03-03 20:40:51,Measure Workpiece,2.45,4.23,,
1148,2022-03-03 22:40:51,Put Workpiece in OK Pile,,,,OK
1149,2022-03-06 16:33:45,Produce Workpiece,,,,
1149,2022-03-06 18:33:45,Measure Workpiece,2.2,4.92,,
1149,2022-03-06 20:33:45,Put Workpiece in Scrap Pile,,,,NOK
1150,2022-03-20 17:38:22,Produce Workpiece,,,,
1150,2022-03-20 19:38:22,Measure Workpiece,2.6,4.4,,
1150,2022-03-20 21:38:22,Put Workpiece in OK Pile,,,,OK
1151,2022-03-13 17:23:12,Produce Workpiece,,,,
1151,2022-03-13 19:23:12,Measure Workpiece,2.58,4.68,,
1151,2022-03-13 21:23:12,Put Workpiece in OK Pile,,,,OK
1152,2022-03-16 10:25:18,Produce Workpiece,,,,
1152,2022-03-16 12:25:18,Measure Workpiece,2.83,4.92,,
1152,2022-03-16 14:25:18,Put Workpiece in Scrap Pile,,,,NOK
1153,2022-03-19 16:29:20,Produce Workpiece,,,,
1153,2022-03-19 18:29:20,Measure Workpiece,2.38,4.28,,
1153,2022-03-19 20:29:20,Put Workpiece in OK Pile,,,,OK
1154,2022-03-11 16:06:14,Produce Workpiece,,,,
1154,2022-03-11 18:06:14,Measure Workpiece,2.77,4.07,,
1154,2022-03-11 20:06:14,Put Workpiece in OK Pile,,,,OK
1155,2022-03-09 13:32:18,Produce Workpiece,,,,
1155,2022-03-09 15:32:18,Measure Workpiece,2.8,4.3,,
1155,2022-03-09 17:32:18,Put Workpiece in OK Pile,,,,OK
1156,2022-03-11 16:22:37,Produce Workpiece,,,,
1156,2022-03-11 18:22:37,Measure Workpiece,2.91,4.12,,
1156,2022-03-11 20:22:37,Put Workpiece in OK Pile,,,,OK
1157,2022-03-11 17:37:32,Produce Workpiece,,,,
1157,2022-03-11 19:37:32,Measure Workpiece,2.64,4.72,,
1157,2022-03-11 21:37:32,Put Workpiece in OK Pile,,,,OK
1158,2022-03-14 18:07:21,Produce Workpiece,,,,
1158,2022-03-14 20:07:21,Measure Workpiece,2.81,4.09,,
1158,2022-03-14 22:07:21,Put Workpiece in OK Pile,,,,OK
1159,2022-03-11 12:23:20,Produce Workpiece,,,,
1159,2022-03-11 14:23:20,Measure Workpiece,2.78,4.56,,
1159,2022-03-11 16:23:20,Put Workpiece in OK Pile,,,,OK
1160,2022-03-11 08:18:08,Produce Workpiece,,,,
1160,2022-03-11 10:18:08,Measure Workpiece,2.95,4.56,,
1160,2022-03-11 12:18:08,Put Workpiece in OK Pile,,,,OK
1161,2022-03-12 13:13:24,Produce Workpiece,,,,
1161,2022-03-12 15:13:24,Measure Workpiece,2.41,4.91,,
1161,2022-03-12 17:13:24,Put Workpiece in Scrap Pile,,,,NOK
1162,2022-03-17 12:43:08,Produce Workpiece,,,,
1162,2022-03-17 14:43:08,Measure Workpiece,2.39,4.81,,
1162,2022-03-17 16:43:08,Put Workpiece in OK Pile,,,,OK
1163,2022-03-19 12:20:24,Produce Workpiece,,,,
1163,2022-03-19 14:20:24,Measure Workpiece,2.19,4.76,,
1163,2022-03-19 16:20:24,Put Workpiece in OK Pile,,,,OK
1164,2022-03-09 12:10:59,Produce Workpiece,,,,
1164,2022-03-09 14:10:59,Measure Workpiece,2.89,4.2,,
1164,2022-03-09 16:10:59,Put Workpiece in OK Pile,,,,OK
1165,2022-03-08 17:44:05,Produce Workpiece,,,,
1165,2022-03-08 19:44:05,Measure Workpiece,2.17,4.27,,
1165,2022-03-08 21:44:05,Put Workpiece in Scrap Pile,,,,NOK
1166,2022-03-16 16:18:03,Produce Workpiece,,,,
1166,2022-03-16 18:18:03,Measure Workpiece,2.49,4.72,,
1166,2022-03-16 20:18:03,Put Workpiece in Scrap Pile,,,,NOK
1167,2022-03-11 08:18:05,Produce Workpiece,,,,
1167,2022-03-11 10:18:05,Measure Workpiece,2.94,4.26,,
1167,2022-03-11 12:18:05,Put Workpiece in OK Pile,,,,OK
1168,2022-03-16 09:05:16,Produce Workpiece,,,,
1168,2022-03-16 11:05:16,Measure Workpiece,2.6,4.65,,
1168,2022-03-16 13:05:16,Put Workpiece in OK Pile,,,,OK
1169,2022-03-10 17:40:26,Produce Workpiece,,,,
1169,2022-03-10 19:40:26,Measure Workpiece,2.21,4.71,,
1169,2022-03-10 21:40:26,Put Workpiece in OK Pile,,,,OK
1170,2022-03-20 13:44:42,Produce Workpiece,,,,
1170,2022-03-20 15:44:42,Measure Workpiece,2.15,4.99,,
1170,2022-03-20 17:44:42,Put Workpiece in Scrap Pile,,,,NOK
1171,2022-03-14 14:18:02,Produce Workpiece,,,,
1171,2022-03-14 16:18:02,Measure Workpiece,2.41,4.69,,
1171,2022-03-14 18:18:02,Put Workpiece in OK Pile,,,,OK
1172,2022-03-04 18:14:49,Produce Workpiece,,,,
1172,2022-03-04 20:14:49,Measure Workpiece,2.86,4.14,,
1172,2022-03-04 22:14:49,Put Workpiece in OK Pile,,,,OK
1173,2022-03-11 10:11:01,Produce Workpiece,,,,
1173,2022-03-11 12:11:01,Measure Workpiece,2.3,4.83,,
1173,2022-03-11 14:11:01,Put Workpiece in Scrap Pile,,,,NOK
1174,2022-03-04 17:51:55,Produce Workpiece,,,,
1174,2022-03-04 19:51:55,Measure Workpiece,2.95,4.81,,
1174,2022-03-04 21:51:55,Put Workpiece in OK Pile,,,,OK
1175,2022-03-16 11:50:05,Produce Workpiece,,,,
1175,2022-03-16 13:50:05,Measure Workpiece,2.51,4.65,,
1175,2022-03-16 15:50:05,Put Workpiece in Scrap Pile,,,,NOK
1176,2022-03-16 17:37:02,Produce Workpiece,,,,
1176,2022-03-16 19:37:02,Measure Workpiece,2.27,4.59,,
1176,2022-03-16 21:37:02,Put Workpiece in OK Pile,,,,OK
1177,2022-03-19 12:38:07,Produce Workpiece,,,,
1177,2022-03-19 14:38:07,Measure Workpiece,2.98,4.94,,
1177,2022-03-19 16:38:07,Put Workpiece in Scrap Pile,,,,NOK
1178,2022-03-11 17:07:38,Produce Workpiece,,,,
1178,2022-03-11 19:07:38,Measure Workpiece,2.21,4.69,,
1178,2022-03-11 21:07:38,Put Workpiece in OK Pile,,,,OK
1179,2022-03-19 14:07:10,Produce Workpiece,,,,
1179,2022-03-19 16:07:10,Measure Workpiece,2.44,4.54,,
1179,2022-03-19 18:07:10,Put Workpiece in OK Pile,,,,OK
1180,2022-03-05 18:32:32,Produce Workpiece,,,,
1180,2022-03-05 20:32:32,Measure Workpiece,2.66,4.23,,
1180,2022-03-05 22:32:32,Put Workpiece in OK Pile,,,,OK
1181,2022-03-08 10:14:47,Produce Workpiece,,,,
1181,2022-03-08 12:14:47,Measure Workpiece,2.06,4.6,,
1181,2022-03-08 14:14:47,Put Workpiece in Scrap Pile,,,,NOK
1182,2022-03-14 18:37:05,Produce Workpiece,,,,
1182,2022-03-14 20:37:05,Measure Workpiece,2.57,4.14,,
1182,2022-03-14 22:37:05,Put Workpiece in OK Pile,,,,OK
1183,2022-03-02 15:07:04,Produce Workpiece,,,,
1183,2022-03-02 17:07:04,Measure Workpiece,2.88,4.32,,
1183,2022-03-02 19:07:04,Put Workpiece in OK Pile,,,,OK
1184,2022-03-05 12:18:55,Produce Workpiece,,,,
1184,2022-03-05 14:18:55,Measure Workpiece,2.54,4.52,,
1184,2022-03-05 16:18:55,Put Workpiece in OK Pile,,,,OK
1185,2022-03-08 12:23:37,Produce Workpiece,,,,
1185,2022-03-08 14:23:37,Measure Workpiece,2.16,4.56,,
1185,2022-03-08 16:23:37,Put Workpiece in Scrap Pile,,,,NOK
1186,2022-03-14 08:47:18,Produce Workpiece,,,,
1186,2022-03-14 10:47:18,Measure Workpiece,2.83,4.49,,
1186,2022-03-14 12:47:18,Put Workpiece in OK Pile,,,,OK
1187,2022-03-12 15:57:15,Produce Workpiece,,,,
1187,2022-03-12 17:57:15,Measure Workpiece,2.95,4.01,,
1187,2022-03-12 19:57:15,Put Workpiece in OK Pile,,,,OK
1188,2022-03-04 17:08:59,Produce Workpiece,,,,
1188,2022-03-04 19:08:59,Measure Workpiece,2.87,4.48,,
1188,2022-03-04 21:08:59,Put Workpiece in OK Pile,,,,OK
1189,2022-03-07 15:15:25,Produce Workpiece,,,,
1189,2022-03-07 17:15:25,Measure Workpiece,2.78,4.83,,
1189,2022-03-07 19:15:25,Put Workpiece in OK Pile,,,,OK
1190,2022-03-07 15:21:38,Produce Workpiece,,,,
1190,2022-03-07 17:21:38,Measure Workpiece,2.06,4.45,,
1190,2022-03-07 19:21:38,Put Workpiece in Scrap Pile,,,,NOK
1191,2022-03-10 11:55:33,Produce Workpiece,,,,
1191,2022-03-10 13:55:33,Measure Workpiece,2.7,4.36,,
1191,2022-03-10 15:55:33,Put Workpiece in OK Pile,,,,OK
1192,2022-03-11 16:48:34,Produce Workpiece,,,,
1192,2022-03-11 18:48:34,Measure Workpiece,2.67,4.27,,
1192,2022-03-11 20:48:34,Put Workpiece in OK Pile,,,,OK
1193,2022-03-12 16:00:27,Produce Workpiece,,,,
1193,2022-03-12 18:00:27,Measure Workpiece,2.31,4.07,,
1193,2022-03-12 20:00:27,Put Workpiece in OK Pile,,,,OK
1194,2022-03-05 11:31:11,Produce Workpiece,,,,
1194,2022-03-05 13:31:11,Measure Workpiece,2.94,4.7,,
1194,2022-03-05 15:31:11,Put Workpiece in OK Pile,,,,OK
1195,2022-03-05 12:28:07,Produce Workpiece,,,,
1195,2022-03-05 14:28:07,Measure Workpiece,2.5,4.82,,
1195,2022-03-05 16:28:07,Put Workpiece in OK Pile,,,,OK
1196,2022-03-10 18:51:46,Produce Workpiece,,,,
1196,2022-03-10 20:51:46,Measure Workpiece,2.41,4.32,,
1196,2022-03-10 22:51:46,Put Workpiece in Scrap Pile,,,,NOK
1197,2022-03-12 08:17:28,Produce Workpiece,,,,
1197,2022-03-12 10:17:28,Measure Workpiece,2.61,4.16,,
1197,2022-03-12 12:17:28,Put Workpiece in OK Pile,,,,OK
1198,2022-03-04 16:12:21,Produce Workpiece,,,,
1198,2022-03-04 18:12:21,Measure Workpiece,2.27,4.74,,
1198,2022-03-04 20:12:21,Put Workpiece in OK Pile,,,,OK
1199,2022-03-06 10:49:36,Produce Workpiece,,,,
1199,2022-03-06 12:49:36,Measure Workpiece,2.19,4.1,,
1199,2022-03-06 14:49:36,Put Workpiece in OK Pile,,,,OK
1200,2022-03-01 18:12:36,Produce Workpiece,,,,
1200,2022-03-01 20:12:36,Measure Workpiece,2.99,4.51,,
1200,2022-03-01 22:12:36,Put Workpiece in Scrap Pile,,,,NOK
1201,2022-03-11 09:38:39,Produce Workpiece,,,,
1201,2022-03-11 11:38:39,Measure Workpiece,2.04,4.32,,
1201,2022-03-11 13:38:39,Put Workpiece in Scrap Pile,,,,NOK
1202,2022-03-11 09:21:41,Produce Workpiece,,,,
1202,2022-03-11 11:21:41,Measure Workpiece,2.7,4.22,,
1202,2022-03-11 13:21:41,Put Workpiece in OK Pile,,,,OK
1203,2022-03-16 14:47:09,Produce Workpiece,,,,
1203,2022-03-16 16:47:09,Measure Workpiece,2.63,4.3,,
1203,2022-03-16 18:47:09,Put Workpiece in Scrap Pile,,,,NOK
1204,2022-03-06 11:28:53,Produce Workpiece,,,,
1204,2022-03-06 13:28:53,Measure Workpiece,2.71,4.91,,
1204,2022-03-06 15:28:53,Put Workpiece in Scrap Pile,,,,NOK
1205,2022-03-17 11:18:05,Produce Workpiece,,,,
1205,2022-03-17 13:18:05,Measure Workpiece,2.68,4.77,,
1205,2022-03-17 15:18:05,Put Workpiece in OK Pile,,,,OK
1206,2022-03-13 16:24:23,Produce Workpiece,,,,
1206,2022-03-13 18:24:23,Measure Workpiece,2.49,4.77,,
1206,2022-03-13 20:24:23,Put Workpiece in OK Pile,,,,OK
1207,2022-03-09 15:24:21,Produce Workpiece,,,,
1207,2022-03-09 17:24:21,Measure Workpiece,2.07,4.29,,
1207,2022-03-09 19:24:21,Put Workpiece in Scrap Pile,,,,NOK
1208,2022-03-17 14:08:58,Produce Workpiece,,,,
1208,2022-03-17 16:08:58,Measure Workpiece,2.19,4.45,,
1208,2022-03-17 18:08:58,Put Workpiece in OK Pile,,,,OK
1209,2022-03-04 15:12:34,Produce Workpiece,,,,
1209,2022-03-04 17:12:34,Measure Workpiece,2.65,4.26,,
1209,2022-03-04 19:12:34,Put Workpiece in OK Pile,,,,OK
1210,2022-03-20 15:16:19,Produce Workpiece,,,,
1210,2022-03-20 17:16:19,Measure Workpiece,2.43,4.06,,
1210,2022-03-20 19:16:19,Put Workpiece in OK Pile,,,,OK
1211,2022-03-17 18:06:01,Produce Workpiece,,,,
1211,2022-03-17 20:06:01,Measure Workpiece,2.89,4.27,,
1211,2022-03-17 22:06:01,Put Workpiece in OK Pile,,,,OK
1212,2022-03-04 18:22:00,Produce Workpiece,,,,
1212,2022-03-04 20:22:00,Measure Workpiece,2.68,4.45,,
1212,2022-03-04 22:22:00,Put Workpiece in OK Pile,,,,OK
1213,2022-03-18 11:02:34,Produce Workpiece,,,,
1213,2022-03-18 13:02:34,Measure Workpiece,2.38,4.62,,
1213,2022-03-18 15:02:34,Put Workpiece in OK Pile,,,,OK
1214,2022-03-14 13:39:18,Produce Workpiece,,,,
1214,2022-03-14 15:39:18,Measure Workpiece,2.71,4.68,,
1214,2022-03-14 17:39:18,Put Workpiece in OK Pile,,,,OK
1215,2022-03-07 10:11:11,Produce Workpiece,,,,
1215,2022-03-07 12:11:11,Measure Workpiece,2.44,4.28,,
1215,2022-03-07 14:11:11,Put Workpiece in OK Pile,,,,OK
1216,2022-03-10 18:33:56,Produce Workpiece,,,,
1216,2022-03-10 20:33:56,Measure Workpiece,2.1,4.32,,
1216,2022-03-10 22:33:56,Put Workpiece in Scrap Pile,,,,NOK
1217,2022-03-13 12:24:44,Produce Workpiece,,,,
1217,2022-03-13 14:24:44,Measure Workpiece,2.82,4.84,,
1217,2022-03-13 16:24:44,Put Workpiece in OK Pile,,,,OK
1218,2022-03-04 12:20:45,Produce Workpiece,,,,
1218,2022-03-04 14:20:45,Measure Workpiece,2.25,4.7,,
1218,2022-03-04 16:20:45,Put Workpiece in OK Pile,,,,OK
1219,2022-03-19 14:52:38,Produce Workpiece,,,,
1219,2022-03-19 16:52:38,Measure Workpiece,2.03,4.08,,
1219,2022-03-19 18:52:38,Put Workpiece in Scrap Pile,,,,NOK
1220,2022-03-04 16:11:26,Produce Workpiece,,,,
1220,2022-03-04 18:11:26,Measure Workpiece,2.32,4.64,,
1220,2022-03-04 20:11:26,Put Workpiece in OK Pile,,,,OK
1221,2022-03-16 17:47:31,Produce Workpiece,,,,
1221,2022-03-16 19:47:31,Measure Workpiece,2.48,4.7,,
1221,2022-03-16 21:47:31,Put Workpiece in OK Pile,,,,OK
1222,2022-03-04 14:23:52,Produce Workpiece,,,,
1222,2022-03-04 16:23:52,Measure Workpiece,2.11,4.05,,
1222,2022-03-04 18:23:52,Put Workpiece in OK Pile,,,,OK
1223,2022-03-06 09:52:37,Produce Workpiece,,,,
1223,2022-03-06 11:52:37,Measure Workpiece,2.5,4.89,,
1223,2022-03-06 13:52:37,Put Workpiece in OK Pile,,,,OK
1224,2022-03-01 09:04:22,Produce Workpiece,,,,
1224,2022-03-01 11:04:22,Measure Workpiece,2.57,4.41,,
1224,2022-03-01 13:04:22,Put Workpiece in OK Pile,,,,OK
1225,2022-03-12 11:05:22,Produce Workpiece,,,,
1225,2022-03-12 13:05:22,Measure Workpiece,2.46,4.52,,
1225,2022-03-12 15:05:22,Put Workpiece in OK Pile,,,,OK
1226,2022-03-03 13:48:36,Produce Workpiece,,,,
1226,2022-03-03 15:48:36,Measure Workpiece,2.4,4.97,,
1226,2022-03-03 17:48:36,Put Workpiece in Scrap Pile,,,,NOK
1227,2022-03-12 18:14:46,Produce Workpiece,,,,
1227,2022-03-12 20:14:46,Measure Workpiece,2.86,4.75,,
1227,2022-03-12 22:14:46,Put Workpiece in OK Pile,,,,OK
1228,2022-03-13 17:34:01,Produce Workpiece,,,,
1228,2022-03-13 19:34:01,Measure Workpiece,2.17,4.89,,
1228,2022-03-13 21:34:01,Put Workpiece in OK Pile,,,,OK
1229,2022-03-14 12:29:57,Produce Workpiece,,,,
1229,2022-03-14 14:29:57,Measure Workpiece,2.39,4.46,,
1229,2022-03-14 16:29:57,Put Workpiece in OK Pile,,,,OK
1230,2022-03-02 10:42:04,Produce Workpiece,,,,
1230,2022-03-02 12:42:04,Measure Workpiece,2.45,4.52,,
1230,2022-03-02 14:42:04,Put Workpiece in OK Pile,,,,OK
1231,2022-03-07 14:40:27,Produce Workpiece,,,,
1231,2022-03-07 16:40:27,Measure Workpiece,2.64,4.24,,
1231,2022-03-07 18:40:27,Put Workpiece in Scrap Pile,,,,NOK
1232,2022-03-20 11:38:23,Produce Workpiece,,,,
1232,2022-03-20 13:38:23,Measure Workpiece,2.18,4.72,,
1232,2022-03-20 15:38:23,Put Workpiece in OK Pile,,,,OK
1233,2022-03-08 16:22:07,Produce Workpiece,,,,
1233,2022-03-08 18:22:07,Measure Workpiece,2.62,4.49,,
1233,2022-03-08 20:22:07,Put Workpiece in OK Pile,,,,OK
1234,2022-03-13 08:49:59,Produce Workpiece,,,,
1234,2022-03-13 10:49:59,Measure Workpiece,2.09,4.31,,
1234,2022-03-13 12:49:59,Put Workpiece in Scrap Pile,,,,NOK
1235,2022-03-06 18:52:16,Produce Workpiece,,,,
1235,2022-03-06 20:52:16,Measure Workpiece,2.41,4.11,,
1235,2022-03-06 22:52:16,Put Workpiece in OK Pile,,,,OK
1236,2022-03-19 11:51:22,Produce Workpiece,,,,
1236,2022-03-19 13:51:22,Measure Workpiece,2.92,4.47,,
1236,2022-03-19 15:51:22,Put Workpiece in OK Pile,,,,OK
1237,2022-03-11 14:11:46,Produce Workpiece,,,,
1237,2022-03-11 16:11:46,Measure Workpiece,2.82,4.82,,
1237,2022-03-11 18:11:46,Put Workpiece in OK Pile,,,,OK
1238,2022-03-15 08:49:16,Produce Workpiece,,,,
1238,2022-03-15 10:49:16,Measure Workpiece,2.42,4.59,,
1238,2022-03-15 12:49:16,Put Workpiece in Scrap Pile,,,,NOK
1239,2022-03-02 10:04:10,Produce Workpiece,,,,
1239,2022-03-02 12:04:10,Measure Workpiece,2.43,4.53,,
1239,2022-03-02 14:04:10,Put Workpiece in OK Pile,,,,OK
1240,2022-03-14 12:08:41,Produce Workpiece,,,,
1240,2022-03-14 14:08:41,Measure Workpiece,2.99,4.22,,
1240,2022-03-14 16:08:41,Put Workpiece in OK Pile,,,,OK
1241,2022-03-06 18:50:09,Produce Workpiece,,,,
1241,2022-03-06 20:50:09,Measure Workpiece,2.01,4.88,,
1241,2022-03-06 22:50:09,Put Workpiece in Scrap Pile,,,,NOK
1242,2022-03-20 16:23:10,Produce Workpiece,,,,
1242,2022-03-20 18:23:10,Measure Workpiece,2.94,4.07,,
1242,2022-03-20 20:23:10,Put Workpiece in Scrap Pile,,,,NOK
1243,2022-03-03 12:28:41,Produce Workpiece,,,,
1243,2022-03-03 14:28:41,Measure Workpiece,2.19,4.27,,
1243,2022-03-03 16:28:41,Put Workpiece in OK Pile,,,,OK
1244,2022-03-01 10:55:43,Produce Workpiece,,,,
1244,2022-03-01 12:55:43,Measure Workpiece,2.7,4.31,,
1244,2022-03-01 14:55:43,Put Workpiece in OK Pile,,,,OK
1245,2022-03-01 12:32:37,Produce Workpiece,,,,
1245,2022-03-01 14:32:37,Measure Workpiece,2.38,4.6,,
1245,2022-03-01 16:32:37,Put Workpiece in OK Pile,,,,OK
1246,2022-03-05 08:52:41,Produce Workpiece,,,,
1246,2022-03-05 10:52:41,Measure Workpiece,2.24,4.55,,
1246,2022-03-05 12:52:41,Put Workpiece in OK Pile,,,,OK
1247,2022-03-02 08:45:15,Produce Workpiece,,,,
1247,2022-03-02 10:45:15,Measure Workpiece,2.79,4.14,,
1247,2022-03-02 12:45:15,Put Workpiece in OK Pile,,,,OK
1248,2022-03-05 11:02:11,Produce Workpiece,,,,
1248,2022-03-05 13:02:11,Measure Workpiece,2.3,4.31,,
1248,2022-03-05 15:02:11,Put Workpiece in OK Pile,,,,OK
1249,2022-03-12 16:18:53,Produce Workpiece,,,,
1249,2022-03-12 18:18:53,Measure Workpiece,2.01,4.9,,
1249,2022-03-12 20:18:53,Put Workpiece in Scrap Pile,,,,NOK
1250,2022-03-16 11:56:04,Produce Workpiece,,,,
1250,2022-03-16 13:56:04,Measure Workpiece,2.19,4.73,,
1250,2022-03-16 15:56:04,Put Workpiece in OK Pile,,,,OK
1251,2022-03-13 16:35:26,Produce Workpiece,,,,
1251,2022-03-13 18:35:26,Measure Workpiece,2.25,4.08,,
1251,2022-03-13 20:35:26,Put Workpiece in OK Pile,,,,OK
1252,2022-03-17 13:40:19,Produce Workpiece,,,,
1252,2022-03-17 15:40:19,Measure Workpiece,2.18,4.24,,
1252,2022-03-17 17:40:19,Put Workpiece in OK Pile,,,,OK
1253,2022-03-10 11:29:08,Produce Workpiece,,,,
1253,2022-03-10 13:29:08,Measure Workpiece,2.43,4.22,,
1253,2022-03-10 15:29:08,Put Workpiece in OK Pile,,,,OK
1254,2022-03-04 11:15:27,Produce Workpiece,,,,
1254,2022-03-04 13:15:27,Measure Workpiece,2.04,4.88,,
1254,2022-03-04 15:15:27,Put Workpiece in Scrap Pile,,,,NOK
1255,2022-03-08 11:39:28,Produce Workpiece,,,,
1255,2022-03-08 13:39:28,Measure Workpiece,2.23,4.89,,
1255,2022-03-08 15:39:28,Put Workpiece in OK Pile,,,,OK
1256,2022-03-03 15:02:57,Produce Workpiece,,,,
1256,2022-03-03 17:02:57,Measure Workpiece,2.43,4.94,,
1256,2022-03-03 19:02:57,Put Workpiece in Scrap Pile,,,,NOK
1257,2022-03-16 10:17:50,Produce Workpiece,,,,
1257,2022-03-16 12:17:50,Measure Workpiece,2.57,4.59,,
1257,2022-03-16 14:17:50,Put Workpiece in OK Pile,,,,OK
1258,2022-03-05 15:30:32,Produce Workpiece,,,,
1258,2022-03-05 17:30:32,Measure Workpiece,2.28,4.66,,
1258,2022-03-05 19:30:32,Put Workpiece in OK Pile,,,,OK
1259,2022-03-04 15:46:04,Produce Workpiece,,,,
1259,2022-03-04 17:46:04,Measure Workpiece,2.32,4.42,,
1259,2022-03-04 19:46:04,Put Workpiece in OK Pile,,,,OK
1260,2022-03-04 18:37:42,Produce Workpiece,,,,
1260,2022-03-04 20:37:42,Measure Workpiece,2.0,4.06,,
1260,2022-03-04 22:37:42,Put Workpiece in Scrap Pile,,,,NOK
1261,2022-03-13 08:29:11,Produce Workpiece,,,,
1261,2022-03-13 10:29:11,Measure Workpiece,2.92,4.93,,
1261,2022-03-13 12:29:11,Put Workpiece in Scrap Pile,,,,NOK
1262,2022-03-01 12:29:19,Produce Workpiece,,,,
1262,2022-03-01 14:29:19,Measure Workpiece,2.77,4.87,,
1262,2022-03-01 16:29:19,Put Workpiece in OK Pile,,,,OK
1263,2022-03-09 16:52:11,Produce Workpiece,,,,
1263,2022-03-09 18:52:11,Measure Workpiece,2.97,4.84,,
1263,2022-03-09 20:52:11,Put Workpiece in OK Pile,,,,OK
1264,2022-03-17 18:52:23,Produce Workpiece,,,,
1264,2022-03-17 20:52:23,Measure Workpiece,2.67,4.34,,
1264,2022-03-17 22:52:23,Put Workpiece in OK Pile,,,,OK
1265,2022-03-19 16:03:45,Produce Workpiece,,,,
1265,2022-03-19 18:03:45,Measure Workpiece,2.57,4.6,,
1265,2022-03-19 20:03:45,Put Workpiece in Scrap Pile,,,,NOK
1266,2022-03-07 11:14:07,Produce Workpiece,,,,
1266,2022-03-07 13:14:07,Measure Workpiece,2.1,4.26,,
1266,2022-03-07 15:14:07,Put Workpiece in Scrap Pile,,,,NOK
1267,2022-03-01 08:59:41,Produce Workpiece,,,,
1267,2022-03-01 10:59:41,Measure Workpiece,2.05,4.31,,
1267,2022-03-01 12:59:41,Put Workpiece in Scrap Pile,,,,NOK
1268,2022-03-15 09:29:40,Produce Workpiece,,,,
1268,2022-03-15 11:29:40,Measure Workpiece,2.08,4.02,,
1268,2022-03-15 13:29:40,Put Workpiece in Scrap Pile,,,,NOK
1269,2022-03-15 18:31:51,Produce Workpiece,,,,
1269,2022-03-15 20:31:51,Measure Workpiece,2.02,4.15,,
1269,2022-03-15 22:31:51,Put Workpiece in Scrap Pile,,,,NOK
1270,2022-03-01 10:55:58,Produce Workpiece,,,,
1270,2022-03-01 12:55:58,Measure Workpiece,2.6,4.33,,
1270,2022-03-01 14:55:58,Put Workpiece in OK Pile,,,,OK
1271,2022-03-04 14:10:13,Produce Workpiece,,,,
1271,2022-03-04 16:10:13,Measure Workpiece,2.77,4.78,,
1271,2022-03-04 18:10:13,Put Workpiece in OK Pile,,,,OK
1272,2022-03-08 18:22:54,Produce Workpiece,,,,
1272,2022-03-08 20:22:54,Measure Workpiece,2.24,4.56,,
1272,2022-03-08 22:22:54,Put Workpiece in OK Pile,,,,OK
1273,2022-03-12 08:41:48,Produce Workpiece,,,,
1273,2022-03-12 10:41:48,Measure Workpiece,2.27,4.68,,
1273,2022-03-12 12:41:48,Put Workpiece in OK Pile,,,,OK
1274,2022-03-13 17:10:00,Produce Workpiece,,,,
1274,2022-03-13 19:10:00,Measure Workpiece,2.14,4.55,,
1274,2022-03-13 21:10:00,Put Workpiece in OK Pile,,,,OK
1275,2022-03-08 18:49:06,Produce Workpiece,,,,
1275,2022-03-08 20:49:06,Measure Workpiece,2.48,4.37,,
1275,2022-03-08 22:49:06,Put Workpiece in OK Pile,,,,OK
1276,2022-03-19 11:39:04,Produce Workpiece,,,,
1276,2022-03-19 13:39:04,Measure Workpiece,2.49,4.54,,
1276,2022-03-19 15:39:04,Put Workpiece in OK Pile,,,,OK
1277,2022-03-20 09:10:42,Produce Workpiece,,,,
